Date,High,Low,Open,Close,Volume,Adj Close
2010-02-01,124.94999694824219,122.77999877929688,123.2300033569336,124.66999816894531,7242900.0,93.4665756225586
2010-02-02,125.80999755859375,123.94999694824219,124.79000091552734,125.52999877929688,5899900.0,94.11133575439453
2010-02-03,126.06999969482422,125.06999969482422,125.16000366210938,125.66000366210938,4177100.0,94.20881652832031
2010-02-04,125.44000244140625,122.9000015258789,125.19000244140625,123.0,9126900.0,92.21456909179688
2010-02-05,123.72000122070312,121.83000183105469,123.04000091552734,123.5199966430664,8617000.0,92.60440063476562
2010-02-08,123.22000122070312,121.73999786376953,123.1500015258789,121.87999725341797,5718500.0,91.78357696533203
2010-02-09,124.19999694824219,122.45999908447266,122.6500015258789,123.20999908447266,6044500.0,92.78512573242188
2010-02-10,123.6500015258789,122.20999908447266,122.94000244140625,122.80999755859375,5219100.0,92.48390197753906
2010-02-11,124.19999694824219,122.05999755859375,122.58000183105469,123.7300033569336,5089000.0,93.17675018310547
2010-02-12,124.05000305175781,121.61000061035156,123.01000213623047,124.0,8017700.0,93.38005065917969
2010-02-16,125.2300033569336,124.11000061035156,124.91000366210938,125.2300033569336,6777300.0,94.30636596679688
2010-02-17,126.52999877929688,125.20999908447266,125.5,126.33000183105469,5827400.0,95.13470458984375
2010-02-18,128.0,126.0,126.12999725341797,127.80999755859375,5525900.0,96.24925231933594
2010-02-19,128.05999755859375,126.87000274658203,127.3499984741211,127.19000244140625,6303100.0,95.7823486328125
2010-02-22,127.43000030517578,126.30999755859375,127.30000305175781,126.8499984741211,3808100.0,95.52628326416016
2010-02-23,127.66000366210938,126.0,126.4800033569336,126.45999908447266,4591900.0,95.23260498046875
2010-02-24,128.27000427246094,126.80999755859375,127.0199966430664,127.58999633789062,4782000.0,96.08358001708984
2010-02-25,127.23999786376953,125.56999969482422,126.05000305175781,127.06999969482422,5658700.0,95.6919937133789
2010-02-26,128.0,126.73999786376953,127.01000213623047,127.16000366210938,4784200.0,95.75975799560547
2010-03-01,128.8300018310547,127.47000122070312,127.5,128.57000732421875,4577700.0,96.82160186767578
2010-03-02,129.08999633789062,127.12999725341797,128.6999969482422,127.41999816894531,6013300.0,95.9555435180664
2010-03-03,128.02000427246094,126.68000030517578,127.7300033569336,126.87999725341797,6390000.0,95.54885864257812
2010-03-04,127.06999969482422,125.47000122070312,127.06999969482422,126.72000122070312,6032300.0,95.42839813232422
2010-03-05,127.55000305175781,127.04000091552734,127.16999816894531,127.25,6140200.0,95.82755279541016
2010-03-08,127.5,126.36000061035156,127.05999755859375,126.41000366210938,6199300.0,95.1949462890625
2010-03-09,126.29000091552734,125.19999694824219,126.2699966430664,125.55000305175781,7528800.0,94.54733276367188
2010-03-10,126.36000061035156,125.20999908447266,125.98999786376953,125.62000274658203,6916200.0,94.60005187988281
2010-03-11,127.80999755859375,125.70999908447266,125.70999908447266,127.5999984741211,7922200.0,96.09110260009766
